Name,Score,RowID
Pemt,0.0006296849526099,3
Zfp541,0.00062958521647,3
Cyb5a,0.0006290480082225,3
Ehhadh,0.0006288993141196,3
Sod1,0.0006285839094826,3
Paics,0.0006282014945602,3
Psma6,0.0006281471484927,3
Chpt1,0.0006277832157715,3
Dhh,0.0006275835190623,3
Naprt,0.0006256581173396,3
Slc10a1,0.0006255571306764,3
Kat2b,0.0006238974742521,3
Ddah1,0.0006225825964474,3
Cbx3,0.0006219610970638,3
Tcea3,0.0006215977861434,3
Mpc1,0.0006214725269365,3
Slc25a13,0.0006200923886452,3
Bnip3,0.0006188146050799,3
H2bc21,0.0006150633256397,3
Rxra,0.0006142098390435,3
Vdac1,0.0006136257328783,3
Sec14l2,0.0006133838733194,3
Atp5o,0.0006114311943269,3
Ppp2r5a,0.0006111758203935,3
Ugt3a1,0.0006109693064952,3
Cat,0.0006075696637984,3
Fah,0.0006070950188857,3
Arf5,0.0006070335453248,3
Sp1,0.0006049375107866,3
Fbp1,0.0006045267642228,3
Olfml2b,0.0006035463911546,3
Glod4,0.0006031899268752,3
Decr1,0.0006023363318131,3
Coq8a,0.0006017916008608,3
Mlf2,0.00060175944257,3
Dbp,0.0006015064046248,3
Hebp1,0.0006012336047937,3
Fbxo3,0.0006005135336633,3
Slc17a2,0.0006004328725727,3
Uox,0.0005990664911738,3
Lgals9,0.0005986899895175,3
Hykk,0.0005967581353734,3
Sardh,0.0005965397657937,3
Vat1,0.0005963066006993,3
Echs1,0.0005958077987395,3
Dbi,0.0005948972340604,3
Naca,0.0005939126499477,3
Grpel1,0.0005938834148227,3
Adi1,0.0005921909816327,3
Ruvbl1,0.0005919017727795,3
Setd6,0.0005918432568082,3
Nr1d1,0.00059141671997,3
Acadl,0.0005913780821614,3
Cd36,0.0005907476920777,3
Uqcrq,0.0005897637939698,3
Mapk1,0.0005892268242071,3
Fam168a,0.0005889939921712,3
Sdha,0.0005888977058993,3
Pdk1,0.0005884309365934,3
Bloc1s1,0.0005884036332916,3
Ugp2,0.0005877743490717,3
Ctdsp1,0.0005873543222333,3
Ppm1a,0.0005866857913628,3
Wbp2,0.0005860310722974,3
Ypel5,0.0005851951109948,3
Apob,0.0005848645670602,3
H1f0,0.0005846147791307,3
Gclm,0.000584416151593,3
Cyp2c37,0.0005834414487612,3
Styxl1,0.000582746035174,3
Lysmd1,0.0005825696588725,3
Nckap5l,0.0005807508713688,3
Hadha,0.0005806296948103,3
